0.00000,1.0358,1.0356,1.0353,1.0349,1.0346,1.0343,1.0344,1.0347,1.0355,1.0368,1.0389,1.0417,1.0456,1.0505,1.0567,1.0642,1.0732,1.0836,1.0957,1.1094,1.1247,1.1416,1.1601,1.1801,1.2015,1.2241,1.2477,1.2720,1.2969,1.3220,1.3470,1.3717,1.3957,1.4190,1.4411,1.4621,1.4817,1.5000,1.5168,1.5321,1.5461,1.5587,1.5699,1.5800,1.5888,1.5966,1.6034,1.6092,1.6142,1.6183,1.6218,1.6245,1.6267,1.6284,1.6295,1.6302,1.6306,1.6307,1.6305,1.6302,1.6298,1.6294,1.6290,1.6288,1.6288,1.6290,1.6296,1.6307,1.6323,1.6346,1.6376,1.6414,1.6461,1.6518,1.6587,1.6667,1.6760,1.6866,1.6985,1.7118,1.7265,1.7424,1.7596,1.7778,1.7970,1.8167,1.8369,1.8571,1.8771,1.8965,1.9151,1.9324,1.9483,1.9624,1.9746,1.9850,1.9931,1.9987,2.0021,-1.0897,-1.1395,-1.1431,-1.1485,-1.1569,-1.1669,-1.1791,-1.1934,-1.2092,-1.2266,-1.2451,-1.2645,-1.2845,-1.3047,-1.3249,-1.3447,-1.3638,-1.3820,-1.3992,-1.4152,-1.4298,-1.4431,-1.4550,-1.4656,-1.4749,-1.4829,-1.4897,-1.4955,-1.5002,-1.5040,-1.5070,-1.5092,-1.5109,-1.5119,-1.5126,-1.5128,-1.5128,-1.5126,-1.5122,-1.5118,-1.5114,-1.5111,-1.5109,-1.5110,-1.5114,-1.5121,-1.5132,-1.5149,-1.5170,-1.5198,-1.5233,-1.5274,-1.5324,-1.5382,-1.5450,-1.5528,-1.5616,-1.5717,-1.5829,-1.5955,-1.6095,-1.6248,-1.6416,-1.6599,-1.6795,-1.7005,-1.7227,-1.7458,-1.7699,-1.7946,-1.8196,-1.8447,-1.8696,-1.8939,-1.9176,-1.9402,-1.9615,-1.9815,-2.0000,-2.0170,-2.0323,-2.0458,-2.0580,-2.0684,-2.0774,-2.0849,-2.0911,-2.0960,-2.0999,-2.1027,-2.1047,-2.1062,-2.1068,-2.1071,-2.1074,-2.1068,-2.1066,-2.1065,-2.1058,-2.1064
2.1786,1.4646,1.2843,1.2082,1.1664,1.1397,1.1213,1.1078,1.0978,1.0903,1.0850,1.0814,1.0796,1.0794,1.0809,1.0841,1.0890,1.0957,1.1042,1.1147,1.1269,1.1410,1.1569,1.1747,1.1940,1.2150,1.2372,1.2606,1.2848,1.3096,1.3346,1.3595,1.3841,1.4081,1.4311,1.4530,1.4737,1.4930,1.5109,1.5273,1.5422,1.5557,1.5678,1.5786,1.5881,1.5965,1.6038,1.6101,1.6155,1.6200,1.6238,1.6269,1.6293,1.6312,1.6325,1.6334,1.6340,1.6342,1.6342,1.6340,1.6336,1.6333,1.6330,1.6328,1.6327,1.6329,1.6335,1.6345,1.6360,1.6381,1.6409,1.6445,1.6490,1.6544,1.6608,1.6685,1.6773,1.6874,1.6987,1.7115,1.7255,1.7408,1.7573,1.7749,1.7933,1.8125,1.8320,1.8515,1.8707,1.8895,1.9074,1.9239,1.9388,1.9517,1.9623,1.9701,1.9751,1.9760,1.9693,1.9476,1.7910,-1.0329,-1.1062,-1.1309,-1.1491,-1.1651,-1.1823,-1.2002,-1.2190,-1.2387,-1.2591,-1.2799,-1.3008,-1.3217,-1.3422,-1.3620,-1.3809,-1.3987,-1.4153,-1.4306,-1.4444,-1.4569,-1.4679,-1.4776,-1.4860,-1.4932,-1.4992,-1.5042,-1.5082,-1.5114,-1.5138,-1.5155,-1.5166,-1.5173,-1.5176,-1.5175,-1.5172,-1.5168,-1.5163,-1.5158,-1.5154,-1.5151,-1.5151,-1.5153,-1.5158,-1.5167,-1.5181,-1.5200,-1.5225,-1.5256,-1.5294,-1.5340,-1.5393,-1.5456,-1.5528,-1.5610,-1.5703,-1.5808,-1.5925,-1.6055,-1.6199,-1.6356,-1.6528,-1.6713,-1.6912,-1.7123,-1.7347,-1.7580,-1.7821,-1.8068,-1.8319,-1.8569,-1.8819,-1.9063,-1.9301,-1.9530,-1.9748,-1.9955,-2.0148,-2.0328,-2.0493,-2.0644,-2.0783,-2.0909,-2.1021,-2.1126,-2.1219,-2.1307,-2.1389,-2.1470,-2.1551,-2.1642,-2.1741,-2.1862,-2.2021,-2.2241,-2.2566,-2.3125,-2.4264,-2.7715
2.1786,1.6829,1.4621,1.3476,1.2787,1.2328,1.2000,1.1755,1.1567,1.1421,1.1308,1.1223,1.1162,1.1124,1.1108,1.1112,1.1138,1.1183,1.1250,1.1339,1.1448,1.1578,1.1728,1.1898,1.2085,1.2290,1.2509,1.2740,1.2981,1.3227,1.3476,1.3724,1.3968,1.4205,1.4433,1.4650,1.4853,1.5042,1.5216,1.5375,1.5519,1.5648,1.5764,1.5866,1.5957,1.6035,1.6104,1.6162,1.6211,1.6252,1.6286,1.6313,1.6334,1.6349,1.6360,1.6367,1.6371,1.6372,1.6371,1.6368,1.6365,1.6362,1.6360,1.6360,1.6362,1.6367,1.6376,1.6390,1.6409,1.6435,1.6468,1.6510,1.6561,1.6622,1.6694,1.6777,1.6873,1.6982,1.7103,1.7237,1.7383,1.7542,1.7710,1.7888,1.8073,1.8262,1.8452,1.8640,1.8822,1.8996,1.9156,1.9301,1.9424,1.9525,1.9599,1.9641,1.9644,1.9599,1.9466,1.9148,1.7968,-0.72579,-1.0585,-1.1130,-1.1437,-1.1681,-1.1895,-1.2113,-1.2327,-1.2546,-1.2765,-1.2983,-1.3201,-1.3412,-1.3617,-1.3813,-1.3997,-1.4169,-1.4326,-1.4470,-1.4600,-1.4715,-1.4816,-1.4903,-1.4978,-1.5041,-1.5092,-1.5134,-1.5168,-1.5192,-1.5210,-1.5222,-1.5229,-1.5232,-1.5231,-1.5228,-1.5223,-1.5217,-1.5211,-1.5205,-1.5201,-1.5199,-1.5199,-1.5202,-1.5209,-1.5220,-1.5237,-1.5258,-1.5287,-1.5321,-1.5362,-1.5412,-1.5469,-1.5535,-1.5611,-1.5697,-1.5795,-1.5903,-1.6024,-1.6158,-1.6305,-1.6466,-1.6640,-1.6828,-1.7028,-1.7241,-1.7465,-1.7698,-1.7940,-1.8186,-1.8436,-1.8687,-1.8936,-1.9181,-1.9421,-1.9653,-1.9877,-2.0089,-2.0290,-2.0480,-2.0659,-2.0827,-2.0985,-2.1131,-2.1271,-2.1404,-2.1532,-2.1661,-2.1791,-2.1927,-2.2077,-2.2246,-2.2450,-2.2703,-2.3038,-2.3503,-2.4205,-2.5387,-2.7687,2.9950
2.1785,1.8035,1.5877,1.4579,1.3733,1.3141,1.2707,1.2374,1.2114,1.1907,1.1744,1.1615,1.1517,1.1446,1.1401,1.1380,1.1383,1.1410,1.1461,1.1534,1.1631,1.1750,1.1891,1.2054,1.2236,1.2436,1.2652,1.2880,1.3118,1.3362,1.3609,1.3855,1.4097,1.4331,1.4556,1.4768,1.4966,1.5150,1.5319,1.5473,1.5611,1.5735,1.5845,1.5942,1.6026,1.6100,1.6163,1.6216,1.6261,1.6297,1.6327,1.6350,1.6368,1.6381,1.6389,1.6394,1.6396,1.6396,1.6394,1.6391,1.6389,1.6387,1.6386,1.6387,1.6392,1.6400,1.6412,1.6430,1.6454,1.6485,1.6524,1.6572,1.6629,1.6697,1.6776,1.6866,1.6969,1.7084,1.7212,1.7352,1.7503,1.7665,1.7836,1.8015,1.8197,1.8383,1.8567,1.8745,1.8915,1.9073,1.9215,1.9337,1.9438,1.9514,1.9559,1.9568,1.9538,1.9458,1.9290,1.8949,1.8032,0.63626,-0.98888,-1.0970,-1.1441,-1.1757,-1.2026,-1.2274,-1.2512,-1.2747,-1.2978,-1.3204,-1.3423,-1.3634,-1.3836,-1.4025,-1.4202,-1.4365,-1.4513,-1.4646,-1.4765,-1.4869,-1.4959,-1.5036,-1.5102,-1.5155,-1.5199,-1.5232,-1.5258,-1.5276,-1.5288,-1.5295,-1.5297,-1.5296,-1.5292,-1.5286,-1.5279,-1.5272,-1.5265,-1.5259,-1.5255,-1.5253,-1.5254,-1.5258,-1.5267,-1.5281,-1.5300,-1.5324,-1.5355,-1.5392,-1.5437,-1.5490,-1.5551,-1.5621,-1.5701,-1.5790,-1.5891,-1.6003,-1.6128,-1.6264,-1.6415,-1.6578,-1.6754,-1.6943,-1.7145,-1.7358,-1.7582,-1.7814,-1.8055,-1.8300,-1.8549,-1.8799,-1.9048,-1.9294,-1.9536,-1.9770,-1.9998,-2.0218,-2.0427,-2.0629,-2.0821,-2.1006,-2.1182,-2.1354,-2.1520,-2.1686,-2.1851,-2.2022,-2.2202,-2.2398,-2.2619,-2.2880,-2.3191,-2.3586,-2.4104,-2.4830,-2.5905,-2.7641,-3.0635,2.7288
2.1785,1.8777,1.6783,1.5453,1.4526,1.3849,1.3336,1.2937,1.2619,1.2362,1.2155,1.1989,1.1858,1.1758,1.1688,1.1645,1.1628,1.1638,1.1673,1.1733,1.1818,1.1927,1.2060,1.2215,1.2392,1.2587,1.2799,1.3024,1.3260,1.3501,1.3745,1.3988,1.4227,1.4457,1.4677,1.4885,1.5078,1.5257,1.5419,1.5567,1.5699,1.5817,1.5921,1.6011,1.6090,1.6158,1.6215,1.6264,1.6303,1.6336,1.6361,1.6381,1.6395,1.6405,1.6411,1.6414,1.6415,1.6414,1.6412,1.6409,1.6407,1.6406,1.6407,1.6411,1.6418,1.6429,1.6446,1.6468,1.6497,1.6533,1.6577,1.6631,1.6694,1.6768,1.6854,1.6951,1.7060,1.7181,1.7314,1.7459,1.7615,1.7780,1.7951,1.8129,1.8309,1.8488,1.8664,1.8831,1.8987,1.9129,1.9254,1.9356,1.9434,1.9487,1.9506,1.9491,1.9439,1.9334,1.9156,1.8834,1.8140,1.4651,-0.86917,-1.0863,-1.1523,-1.1916,-1.2222,-1.2497,-1.2754,-1.2999,-1.3234,-1.3462,-1.3679,-1.3884,-1.4079,-1.4259,-1.4425,-1.4576,-1.4713,-1.4834,-1.4940,-1.5032,-1.5111,-1.5177,-1.5232,-1.5276,-1.5311,-1.5336,-1.5354,-1.5366,-1.5372,-1.5374,-1.5372,-1.5367,-1.5359,-1.5351,-1.5342,-1.5333,-1.5325,-1.5319,-1.5315,-1.5314,-1.5316,-1.5322,-1.5333,-1.5348,-1.5369,-1.5397,-1.5430,-1.5470,-1.5519,-1.5574,-1.5639,-1.5712,-1.5795,-1.5888,-1.5992,-1.6107,-1.6235,-1.6374,-1.6526,-1.6691,-1.6868,-1.7058,-1.7261,-1.7473,-1.7696,-1.7928,-1.8166,-1.8410,-1.8657,-1.8906,-1.9155,-1.9401,-1.9643,-1.9882,-2.0114,-2.0341,-2.0559,-2.0774,-2.0980,-2.1182,-2.1379,-2.1575,-2.1771,-2.1969,-2.2174,-2.2388,-2.2623,-2.2883,-2.3178,-2.3529,-2.3955,-2.4492,-2.5198,-2.6168,-2.7567,-2.9675,3.0007,2.5850
2.1783,1.9273,1.7456,1.6150,1.5190,1.4462,1.3897,1.3447,1.3084,1.2787,1.2545,1.2346,1.2186,1.2061,1.1968,1.1906,1.1871,1.1865,1.1886,1.1934,1.2008,1.2108,1.2233,1.2381,1.2552,1.2743,1.2950,1.3172,1.3404,1.3642,1.3883,1.4123,1.4357,1.4583,1.4798,1.5000,1.5187,1.5359,1.5516,1.5656,1.5782,1.5893,1.5990,1.6075,1.6147,1.6209,1.6261,1.6304,1.6339,1.6367,1.6389,1.6405,1.6416,1.6424,1.6428,1.6429,1.6428,1.6427,1.6424,1.6422,1.6421,1.6422,1.6425,1.6431,1.6441,1.6456,1.6476,1.6503,1.6536,1.6577,1.6628,1.6687,1.6757,1.6837,1.6929,1.7032,1.7147,1.7273,1.7411,1.7560,1.7718,1.7884,1.8056,1.8231,1.8407,1.8578,1.8745,1.8901,1.9044,1.9169,1.9274,1.9359,1.9417,1.9449,1.9448,1.9415,1.9348,1.9234,1.9059,1.8783,1.8266,1.6658,-0.57108,-1.0864,-1.1731,-1.2178,-1.2513,-1.2800,-1.3060,-1.3306,-1.3539,-1.3761,-1.3969,-1.4165,-1.4347,-1.4514,-1.4666,-1.4804,-1.4926,-1.5033,-1.5126,-1.5205,-1.5272,-1.5326,-1.5370,-1.5404,-1.5429,-1.5447,-1.5458,-1.5463,-1.5463,-1.5459,-1.5453,-1.5444,-1.5434,-1.5423,-1.5412,-1.5402,-1.5393,-1.5387,-1.5383,-1.5383,-1.5386,-1.5393,-1.5406,-1.5424,-1.5447,-1.5476,-1.5512,-1.5555,-1.5606,-1.5665,-1.5732,-1.5809,-1.5894,-1.5990,-1.6097,-1.6215,-1.6344,-1.6485,-1.6639,-1.6805,-1.6983,-1.7173,-1.7375,-1.7586,-1.7808,-1.8037,-1.8274,-1.8516,-1.8761,-1.9008,-1.9256,-1.9502,-1.9747,-1.9988,-2.0226,-2.0459,-2.0688,-2.0914,-2.1135,-2.1356,-2.1575,-2.1796,-2.2021,-2.2255,-2.2500,-2.2764,-2.3052,-2.3377,-2.3752,-2.4196,-2.4733,-2.5412,-2.6291,-2.7471,-2.9103,-3.1379,2.8450,2.4994
2.1780,1.9623,1.7967,1.6711,1.5747,1.4994,1.4394,1.3909,1.3510,1.3182,1.2909,1.2684,1.2501,1.2355,1.2242,1.2162,1.2112,1.2091,1.2100,1.2136,1.2201,1.2292,1.2410,1.2552,1.2716,1.2902,1.3106,1.3324,1.3551,1.3786,1.4023,1.4258,1.4487,1.4707,1.4916,1.5112,1.5293,1.5457,1.5607,1.5740,1.5859,1.5963,1.6053,1.6131,1.6198,1.6254,1.6300,1.6338,1.6369,1.6392,1.6410,1.6423,1.6431,1.6436,1.6438,1.6438,1.6437,1.6435,1.6433,1.6431,1.6431,1.6434,1.6439,1.6448,1.6461,1.6479,1.6504,1.6535,1.6573,1.6620,1.6676,1.6741,1.6816,1.6903,1.7000,1.7109,1.7229,1.7361,1.7502,1.7654,1.7814,1.7980,1.8150,1.8321,1.8491,1.8655,1.8812,1.8955,1.9084,1.9194,1.9283,1.9350,1.9390,1.9405,1.9391,1.9346,1.9273,1.9161,1.9006,1.8782,1.8425,1.7639,0.84435,-1.1111,-1.2142,-1.2594,-1.2916,-1.3194,-1.3444,-1.3679,-1.3897,-1.4103,-1.4297,-1.4477,-1.4642,-1.4792,-1.4927,-1.5047,-1.5154,-1.5244,-1.5323,-1.5387,-1.5441,-1.5483,-1.5516,-1.5539,-1.5555,-1.5564,-1.5567,-1.5566,-1.5560,-1.5551,-1.5541,-1.5528,-1.5515,-1.5502,-1.5489,-1.5478,-1.5469,-1.5462,-1.5459,-1.5459,-1.5463,-1.5472,-1.5486,-1.5506,-1.5531,-1.5563,-1.5601,-1.5647,-1.5700,-1.5762,-1.5831,-1.5910,-1.5999,-1.6097,-1.6206,-1.6326,-1.6456,-1.6599,-1.6753,-1.6920,-1.7098,-1.7287,-1.7487,-1.7698,-1.7917,-1.8144,-1.8378,-1.8617,-1.8860,-1.9106,-1.9352,-1.9599,-1.9845,-2.0090,-2.0333,-2.0573,-2.0812,-2.1050,-2.1288,-2.1527,-2.1769,-2.2017,-2.2274,-2.2544,-2.2831,-2.3143,-2.3489,-2.3879,-2.4331,-2.4867,-2.5517,-2.6322,-2.7353,-2.8697,-3.0459,3.0088,2.7348,2.4437
2.1775,1.9881,1.8365,1.7167,1.6217,1.5455,1.4835,1.4325,1.3902,1.3548,1.3252,1.3006,1.2802,1.2638,1.2509,1.2413,1.2349,1.2316,1.2313,1.2339,1.2395,1.2478,1.2589,1.2724,1.2884,1.3065,1.3264,1.3477,1.3701,1.3930,1.4162,1.4392,1.4615,1.4830,1.5032,1.5220,1.5394,1.5551,1.5693,1.5819,1.5930,1.6026,1.6110,1.6181,1.6241,1.6291,1.6332,1.6365,1.6391,1.6411,1.6425,1.6434,1.6440,1.6443,1.6443,1.6442,1.6440,1.6438,1.6437,1.6437,1.6438,1.6443,1.6451,1.6462,1.6479,1.6501,1.6530,1.6566,1.6609,1.6661,1.6722,1.6793,1.6874,1.6966,1.7069,1.7183,1.7308,1.7443,1.7588,1.7742,1.7902,1.8067,1.8235,1.8402,1.8564,1.8719,1.8866,1.8997,1.9111,1.9207,1.9281,1.9331,1.9358,1.9359,1.9335,1.9286,1.9211,1.9115,1.8987,1.8826,1.8622,1.8295,1.7235,-1.2090,-1.2896,-1.3221,-1.3471,-1.3702,-1.3917,-1.4118,-1.4314,-1.4494,-1.4664,-1.4820,-1.4963,-1.5092,-1.5207,-1.5308,-1.5395,-1.5469,-1.5530,-1.5580,-1.5620,-1.5649,-1.5670,-1.5683,-1.5689,-1.5690,-1.5685,-1.5677,-1.5665,-1.5651,-1.5636,-1.5620,-1.5604,-1.5589,-1.5575,-1.5562,-1.5553,-1.5546,-1.5543,-1.5544,-1.5548,-1.5559,-1.5574,-1.5595,-1.5623,-1.5656,-1.5697,-1.5745,-1.5800,-1.5864,-1.5936,-1.6017,-1.6107,-1.6208,-1.6318,-1.6439,-1.6572,-1.6714,-1.6869,-1.7035,-1.7212,-1.7400,-1.7599,-1.7807,-1.8024,-1.8247,-1.8479,-1.8715,-1.8956,-1.9199,-1.9445,-1.9692,-1.9940,-2.0187,-2.0436,-2.0685,-2.0933,-2.1185,-2.1439,-2.1698,-2.1963,-2.2239,-2.2528,-2.2836,-2.3165,-2.3528,-2.3930,-2.4387,-2.4916,-2.5541,-2.6290,-2.7214,-2.8365,-2.9815,3.1205,2.9001,2.6540,2.4045
2.1768,2.0078,1.8681,1.7543,1.6615,1.5854,1.5225,1.4700,1.4258,1.3887,1.3573,1.3309,1.3090,1.2910,1.2767,1.2658,1.2582,1.2539,1.2525,1.2543,1.2590,1.2666,1.2770,1.2899,1.3054,1.3229,1.3423,1.3631,1.3850,1.4075,1.4301,1.4525,1.4742,1.4949,1.5144,1.5325,1.5490,1.5639,1.5773,1.5891,1.5994,1.6083,1.6160,1.6224,1.6278,1.6322,1.6357,1.6385,1.6407,1.6422,1.6433,1.6440,1.6443,1.6444,1.6444,1.6442,1.6440,1.6438,1.6438,1.6439,1.6442,1.6449,1.6460,1.6475,1.6495,1.6521,1.6555,1.6595,1.6644,1.6701,1.6767,1.6843,1.6930,1.7027,1.7135,1.7254,1.7383,1.7521,1.7669,1.7823,1.7983,1.8146,1.8310,1.8471,1.8626,1.8773,1.8907,1.9026,1.9128,1.9209,1.9270,1.9307,1.9322,1.9315,1.9286,1.9236,1.9173,1.9092,1.8999,1.8910,1.8842,1.8857,1.9316,-1.6480,-1.4239,-1.4135,-1.4211,-1.4339,-1.4486,-1.4638,-1.4788,-1.4934,-1.5071,-1.5197,-1.5313,-1.5416,-1.5507,-1.5585,-1.5652,-1.5706,-1.5750,-1.5784,-1.5808,-1.5824,-1.5833,-1.5835,-1.5831,-1.5823,-1.5811,-1.5795,-1.5778,-1.5759,-1.5740,-1.5720,-1.5701,-1.5684,-1.5668,-1.5655,-1.5644,-1.5637,-1.5634,-1.5635,-1.5642,-1.5653,-1.5670,-1.5693,-1.5721,-1.5757,-1.5800,-1.5849,-1.5907,-1.5972,-1.6046,-1.6129,-1.6221,-1.6322,-1.6434,-1.6556,-1.6688,-1.6831,-1.6985,-1.7151,-1.7326,-1.7512,-1.7709,-1.7914,-1.8127,-1.8348,-1.8576,-1.8809,-1.9046,-1.9288,-1.9533,-1.9780,-2.0031,-2.0282,-2.0536,-2.0793,-2.1052,-2.1317,-2.1589,-2.1868,-2.2159,-2.2462,-2.2784,-2.3129,-2.3502,-2.3915,-2.4375,-2.4897,-2.5498,-2.6206,-2.7047,-2.8065,-2.9304,-3.0811,3.0219,2.8144,2.5933,2.3751
2.1759,2.0227,1.8933,1.7853,1.6953,1.6202,1.5570,1.5036,1.4584,1.4199,1.3872,1.3595,1.3362,1.3170,1.3016,1.2896,1.2811,1.2757,1.2736,1.2745,1.2785,1.2854,1.2952,1.3076,1.3224,1.3395,1.3584,1.3787,1.4000,1.4219,1.4439,1.4656,1.4866,1.5065,1.5252,1.5424,1.5581,1.5721,1.5846,1.5956,1.6051,1.6133,1.6202,1.6260,1.6307,1.6345,1.6376,1.6399,1.6416,1.6428,1.6436,1.6440,1.6441,1.6441,1.6440,1.6437,1.6436,1.6435,1.6435,1.6438,1.6444,1.6453,1.6467,1.6486,1.6510,1.6541,1.6578,1.6624,1.6677,1.6739,1.6811,1.6893,1.6984,1.7086,1.7199,1.7321,1.7454,1.7595,1.7744,1.7898,1.8057,1.8217,1.8376,1.8531,1.8678,1.8815,1.8939,1.9046,1.9136,1.9204,1.9253,1.9281,1.9287,1.9276,1.9246,1.9204,1.9152,1.9097,1.9053,1.9037,1.9097,1.9357,2.0405,-3.0779,-1.6629,-1.5452,-1.5182,-1.5130,-1.5166,-1.5241,-1.5330,-1.5424,-1.5519,-1.5609,-1.5690,-1.5763,-1.5827,-1.5880,-1.5923,-1.5957,-1.5982,-1.5999,-1.6007,-1.6009,-1.6005,-1.5996,-1.5982,-1.5965,-1.5945,-1.5923,-1.5900,-1.5876,-1.5852,-1.5829,-1.5807,-1.5788,-1.5770,-1.5756,-1.5744,-1.5737,-1.5734,-1.5736,-1.5743,-1.5755,-1.5773,-1.5797,-1.5827,-1.5864,-1.5909,-1.5960,-1.6019,-1.6086,-1.6161,-1.6245,-1.6338,-1.6441,-1.6553,-1.6674,-1.6807,-1.6949,-1.7103,-1.7266,-1.7440,-1.7623,-1.7817,-1.8019,-1.8228,-1.8446,-1.8670,-1.8900,-1.9135,-1.9374,-1.9619,-1.9866,-2.0118,-2.0374,-2.0633,-2.0899,-2.1170,-2.1450,-2.1739,-2.2039,-2.2354,-2.2687,-2.3041,-2.3427,-2.3843,-2.4305,-2.4821,-2.5406,-2.6075,-2.6858,-2.7776,-2.8863,-3.0162,3.1145,2.9392,2.7462,2.5462,2.3521
